sentence,article,start,end,group,pred_v1,pred_v2,pred_v3,text_sha256
3750,776,258,329,angika_marked,hin,new_Deva,anp_Deva,bbf411c7e24a34a9442a0fe73aefa0991820aec4d28161100ab8ddb7ef8dd0e9
3751,776,330,401,angika_marked,hin,awa_Deva,anp_Deva,58cc4acd209daf3246dd22ffc174ce1938116811458c5c30d9d16bec6ee83d99
3752,776,402,458,angika_marked,new,new_Deva,anp_Deva,0c8f9ade8d585fd238ee794aa4628ecae505ca9dd3cdba02823d79c3b5e85171
3753,777,0,45,angika_marked,mag,awa_Deva,anp_Deva,7228b66cdb6483d8baf6bcf775a8177654ee424cd27d019c992924b1c16b84ac
3754,778,0,67,angika_marked,bho,bho_Deva,anp_Deva,80b5ff54f5cfc34f0e3a30055be8c99d2d4e0c1e00c0cd6dac877cf1a7d66280
3755,778,68,139,angika_marked,hin,mai_Deva,anp_Deva,3808f7746622ee90bab7d51114ddc79a6b2ae5334d5cae3cd904991923247f00
3756,778,140,257,angika_marked,mag,mai_Deva,anp_Deva,a1c94a6021d6b4e536ee54ef6bb1b7a6a574addd520b8630633e76520b13abf7
3757,778,258,346,angika_marked,mag,bho_Deva,anp_Deva,6eb806ab277d6a083e1951ea394ad84542cf191a2a45560f9e3656aabc7d3dbe
3758,778,347,401,angika_marked,mag,mai_Deva,anp_Deva,a00342c1c5554fccbcc059a026351914be6c7781678eeae418378c624947b81b
3759,778,402,523,angika_marked,hin,mai_Deva,anp_Deva,1ad49b686e0aea89445c4756e1184e9d934e1aa324a0d81c591173aaf66dd0ef
3760,779,0,65,angika_marked,bho,bho_Deva,anp_Deva,dd1f70f696a5d77445f569154e49428f15b3d24072afffd62490fc118859ae9b
3761,779,66,255,angika_marked,bho,mai_Deva,anp_Deva,4410611f928123c4eeecc412b7498b62d96c6307e58814e710db2967f2530d9d
3762,780,0,212,angika_marked,bho,bho_Deva,anp_Deva,f886f28105844488a64b323144ec78be32f28a1f4c55eba590e7730063b8603d
3763,781,0,108,angika_marked,bho,mai_Deva,anp_Deva,22e81898d08ce051d613c729fb6527d29351a564645da1f880758a6aa64e0c74
3764,781,109,223,angika_marked,mag,mag_Deva,anp_Deva,5849cbee9145ea4aecf5142727aca23640cde4144f84b188c9149c56c405b97f
3765,782,0,68,angika_marked,bho,bho_Deva,anp_Deva,adeb51d346f36ee8d45f412af0529060b37b9457c0707bfc18d5d5178004ea90
3766,782,69,100,angika_marked,mag,awa_Deva,anp_Deva,b38bd3c7f312d7d64e983d20b863b0f5237ca5bd0ae0cf40bc878c89efc47ed9
3767,782,101,192,angika_marked,bho,bho_Deva,anp_Deva,f6a0debddcdfeacfae8f79b59a730da0ccbafbf04cb67d0083f8e11a3ddd91bb
3768,782,193,280,angika_marked,hin,hne_Deva,anp_Deva,eca7938d7a3985da66a29ea820a0a00daac5867446599d3c5efe3f20c3193d2b
3769,782,281,355,angika_marked,mag,bho_Deva,anp_Deva,6248edaedf6021634125ba2edb3f421d5ebc4e73ace43da07b41a0a0098d3f97
3770,782,356,406,angika_marked,mag,bho_Deva,anp_Deva,80d05276a5d680d444a980935e27d1ced65020a1b9fdeff330ceb04a4d19cd46
3771,782,407,437,angika_marked,mag,mag_Deva,anp_Deva,d9e1caa1df94192966cee02abfa1e53a765c7a50e04aaa1461d192f91ba9f20c
3772,783,0,114,angika_marked,bho,bho_Deva,anp_Deva,436858004c36a1b832efe5a997e02417161880f0bc83e102399673b01e769498
3773,783,115,228,angika_marked,mag,mag_Deva,anp_Deva,569f8c1605eb45933eadb26eef77b1fe1b7aef8e5e44a75fdbc1f715c722a7e7
3774,783,229,323,angika_marked,bho,bho_Deva,anp_Deva,6b7fe1583d165c935a18d1458ffaff1ccac9eef2cf68487b12022864b8e73777
3775,783,324,401,angika_marked,bho,bho_Deva,anp_Deva,422346e7d7b2c5aaf62dbe45407c283d21d638763794eac98084ed3087c0c49d
3776,783,402,486,angika_marked,bho,mai_Deva,anp_Deva,8cb6306149fe701b54cc11244caa139fb5fb697cfb676b84ecc921480ce01975
3777,785,67,131,angika_marked,mag,mag_Deva,anp_Deva,8e996206791872b7fad9733b29c7a885709f35882732bc7fe85018a6fcc2d26f
3778,785,132,194,angika_marked,mag,new_Deva,anp_Deva,6121501c9a2ee0afb4f3e6009ce21529b27ea319ac694209baa8b7f859ae5ee2
3779,785,195,239,angika_marked,new,awa_Deva,anp_Deva,0969ddd6dbf667cebb0eb59d84e9da4cfdf4c6f65c6a64cbf6f66071281885b3
3780,785,240,353,angika_marked,hin,mai_Deva,anp_Deva,35183d68e08a5cfecbaab6b3a3a1fcedbb2e3975cdba9347eb094f0e7a210719
3781,785,354,387,angika_marked,mag,awa_Deva,anp_Deva,4e115cda4492fecd8691f0651d3bd6dba099a074da8036a45f564ac1fb022478
3782,786,0,113,angika_marked,hin,mai_Deva,anp_Deva,b6f5eea12d733f44767c49cf77d944ef1842878bd61d96c143c97f9e71c7bac6
3783,786,114,311,angika_marked,mag,mai_Deva,anp_Deva,4d80e3b9eb7e8f004e21523e137bb9ffbbc207d18855e073942395bf034b0563
3784,786,312,377,angika_marked,hin,mag_Deva,anp_Deva,5134788193c8446671db8a51a481e428b0e2b207ec44ff07863a62d1cbbd9d74
3785,786,378,462,angika_marked,awa,awa_Deva,anp_Deva,e7c95129d79cfea51a7290d07a640fd0ebeb7ddb2e99afdcacf24e7342bb3675
3786,786,463,549,angika_marked,awa,mai_Deva,anp_Deva,c613a505abfff17c0c41745ad6e48aaefb5b5860ac6869ba864c7c7a200b927c
3787,787,0,123,angika_marked,mag,mai_Deva,anp_Deva,96bfae53f7ae8cd369ae7b7bef80f0c90eed3351a19660469b488cd759985c46
3788,787,124,195,hindi_marked,hin,hin_Deva,hin_Deva,397ca138d784e2a844751ace5aae438dc794482b82d589d13da6ce86c836a2b4
3789,787,196,303,hindi_marked,hin,hin_Deva,anp_Deva,59ebd0b07bf2f1f8e477eb2ef66576da7c7ea27f023ef062ec0279f8236a3504
3790,787,304,436,hindi_marked,hin,hin_Deva,anp_Deva,db6a5bcb36d0e1e7b0ac047f324091c7ced4f46318e3a0ac7d3edebf37cb08d7
3791,787,437,561,hindi_marked,hin,hin_Deva,anp_Deva,ed49b88fbc5fca351c781a795533e6ddab363a2663ecd02ab254e8e80adc4c0b
3792,787,562,848,hindi_marked,hin,hin_Deva,hin_Deva,dbc76b294fd0e342f7c7f4a9551e7c8855e0fc54534be46747f23f07e273d9b1
3793,787,849,958,hindi_marked,hin,hin_Deva,anp_Deva,ebd63c9af4cf135ca2be2bc16b1c37e394c7b0554f86720627859e5ae0e5b89c
3794,787,959,1018,neither,hin,hin_Deva,anp_Deva,f5b4dfb58027ea73b451f318b564fbc0934458fd05693934ab73920ef295a043
3795,787,1019,1153,hindi_marked,hin,hin_Deva,anp_Deva,68e3e4e8a672b6ef265eb9b5026697241c438eec8a7829acf4498c9bde3e994f
3796,787,1154,1244,hindi_marked,hin,hin_Deva,anp_Deva,b3dc631ae3a3b2b06c3866916a9d9b4fe3f415069725ba10c72360d34f7c9dd6
3797,787,1245,1422,hindi_marked,hin,hin_Deva,anp_Deva,c5e8e995efb32c12935be42bbdef657f8c9c55e65568e90f5a735cd3d6d1fee7
3798,787,1423,1478,hindi_marked,hin,new_Deva,anp_Deva,e8a6c7d2dfeeeb4e3372ef2e4a98225e6ba7dcfae725779243aef57d5b5db000
3799,787,1479,1582,hindi_marked,hin,hin_Deva,anp_Deva,667c885a70f70c6010aa2ca7a81f3800538c0f9b16a4dc58d98a18dba125c406
3800,787,1583,1816,hindi_marked,hin,hin_Deva,anp_Deva,ea4db9b6f9af73c06f778e8d425cefc76be5ba64c942426a9be764d1ce7ef991
3801,787,1817,1934,hindi_marked,hin,hin_Deva,hin_Deva,aca56978be6d3b5d6617101ac1c1f669baa483d447a56eeba9f91857f667464e
3802,787,1935,2059,hindi_marked,hin,hin_Deva,anp_Deva,e22eb6c308ab0136eefb08cf6a0ca19b17c6094b33b0d4a490db670645b5c69d
3803,787,2060,2178,hindi_marked,hin,hin_Deva,anp_Deva,72872cfc8f0b0acb096188fe802447ca5e2bf75a858158f6b4c670cd2ff006fb
3804,787,2179,2313,hindi_marked,hin,hin_Deva,anp_Deva,16ee01c1f26f84e7f84f044c8a9ac9053b23867785da2c596c178447c7cc65e8
3805,787,2314,2455,hindi_marked,hin,hin_Deva,anp_Deva,6ff01263435718ba3041367a7259dbb2174c26f64f82bd0e911451e6c0e4719e
3806,787,2456,2662,hindi_marked,hin,hin_Deva,anp_Deva,9d144401576b62f1b99f49be6172a4368eaf6d470907fea5787c1a2847d205d7
3807,787,2663,2786,neither,hin,hin_Deva,anp_Deva,b07b646af8c4ccc5f81349c6b4da50b5e5179f002c1468acf2db38ec6016a09c
3808,787,2787,2944,neither,hin,hin_Deva,anp_Deva,555efd55c80f1a5e92269f231367e84cb85d2e427181f78c921f3feb07ec200b
3809,787,2945,3078,hindi_marked,hin,hin_Deva,anp_Deva,64dd099f428074e3c5a69327299ad39d061165fd4080c8d2fe7538c933fccbd9
3810,788,0,165,angika_marked,mag,mag_Deva,anp_Deva,929d8172497af2db336fe63eaee73e738a3f70ff563b2081819b5263a45a7260
3811,788,310,376,angika_marked,mai,mai_Deva,anp_Deva,ed01d084f9655ead44382e7588fd584d073842ccfe7b8048819d1f7613099456
3812,789,0,56,angika_marked,bho,mai_Deva,anp_Deva,a3c9eab4fe364b6eadd722dbe682edabb4d656d126667c9ae0e7f09b6aaa7731
3813,789,57,181,angika_marked,bho,mai_Deva,anp_Deva,825960eaaf6cf6bf84139f9da75844712ae08e6fa34f0be19a6d716f9926057e
3814,790,0,50,angika_marked,mag,mag_Deva,anp_Deva,d2df6caf260746e15cbd5114a8ffdf26b7ccbd111c2d882c1b10ec88979652ef
3815,790,51,182,angika_marked,bho,bho_Deva,anp_Deva,475b70ae716d90cdde4951e22b4b54e644873389c299ba7498763673d1dc0914
3816,790,183,252,hindi_marked,hin,hin_Deva,anp_Deva,986d02a08397c2601ed6ff3b693940e3b0e3ec7bede7efcc53bda9fb88721956
3817,790,253,472,hindi_marked,hin,hin_Deva,anp_Deva,49c5389b8fd99c49480b0d6580f3a0b669463ef97c09a4640a94a039e6d37932
3818,790,473,643,hindi_marked,hin,hin_Deva,anp_Deva,1e138a7282857453ba649f791679832abf55cb004c44871c9034096c51cbe2a3
3819,790,644,794,hindi_marked,hin,hin_Deva,hin_Deva,125d54d1333af6ff1887f74a5cf9e97ca0692b3e752ab2be4e58356b6c72178f
3820,790,795,1018,hindi_marked,hin,hin_Deva,anp_Deva,0578e02183437a0452af22f267dd49c4292a6e049651986b3ae01ce7f249fa68
3821,790,1019,1287,hindi_marked,hin,hin_Deva,anp_Deva,65f133bacdcbc262a85c158181a6f9e06d6d794ca39fcb0b5da9cae2935e5caa
3822,790,1288,1567,hindi_marked,hin,hin_Deva,anp_Deva,b874fb93b8651b50f682d30db6af3deaec100ba10855be8b9c078b82b3a6fddd
3823,790,1568,1732,hindi_marked,hin,hin_Deva,anp_Deva,aaa983048e64b7093790acca93ce9f581a4de95041beb717f373b863be21f742
3824,792,0,38,angika_marked,bho,awa_Deva,anp_Deva,fd9049d9f03e181ba4bc72fac28a67e6629541b9a0424c2296c0e228f35dfc5e
3825,793,0,101,angika_marked,bho,mai_Deva,anp_Deva,f56d33591f2bb5efa4716f0be22e65ce4feb727ad0d622038e9f3507ef57f8fd
3826,793,102,163,hindi_marked,hin,awa_Deva,anp_Deva,57d1872449247b271ec883245ce9abffd93edd1ec493b4d67670d6cdbac4e9f3
3827,793,164,220,hindi_marked,hin,hin_Deva,hin_Deva,217bfccb3041607eec2c429844323ff5c81a8c3c9fccf9f09babd226fcc85306
3828,793,221,322,hindi_marked,hin,hin_Deva,hin_Deva,53517840082f4cd010e276e5e12ed8dd29e33f6a991017f11f20eb999e51475f
3829,794,0,120,angika_marked,bho,mag_Deva,anp_Deva,fe7bb71abd54c4433177ccb6f93a9fb2f02b624418913f01eb0bc97f093ffea0
3830,794,121,250,angika_marked,bho,mai_Deva,anp_Deva,670a2e0cc66e514d00d34bbf0f373a6bf94d06943a38a7c46a65cef1d1748b5f
3831,794,251,330,angika_marked,bho,mag_Deva,mai_Deva,da6435d2b1ce6e4393360b07a35aba54b3e73d782949b416aa9c353655807c18
3832,794,331,397,angika_marked,kas,mai_Deva,anp_Deva,ea88a4b34d2a557e77ee487584be7b5cc534d02ca0fa7404dc0f349f2f6835d2
3833,795,0,73,angika_marked,bho,bho_Deva,anp_Deva,a4bad84130df6f7ce54fea857d6c85a27023bd95aa8de6abcd8a9e0e46e29a6e
3834,795,74,145,angika_marked,bho,bho_Deva,anp_Deva,d9fa073621ffc7e283ccc92b165bea3f3de5d5159d59442ede87c4bc3590e56f
3835,795,146,217,angika_marked,mag,mai_Deva,anp_Deva,58372a12ae21e9c67f2cc0904d06e7f279748dc191d2b62b81d5155c31a0ddc9
3836,796,0,87,angika_marked,bho,awa_Deva,anp_Deva,e70a7a814df383a3ebb66938fd244c2b3706ee4bdc6ecfa24f896a56fd6b2b88
3837,797,0,66,angika_marked,bho,bho_Deva,anp_Deva,d12259217237f0040e074d1cc6b9b930010aa2d5ccad692354b6d362ae0482d3
3838,797,67,139,angika_marked,hin,awa_Deva,anp_Deva,86ef1eb1720904b73fc1bf686b8e7afb2aa6d7ac02322fc467261bcdb85e8e5c
3839,797,140,261,angika_marked,mag,mai_Deva,anp_Deva,1eba4fb86bbf57c686a60707db3c74009ce7a04b1b32f727477a2659a506a6f1
3840,797,262,408,angika_marked,mag,mai_Deva,anp_Deva,697dbcdc7f793a14d02395085bf4193e4137776ca7b00247025b5177a6876ede
3841,797,409,532,angika_marked,mag,awa_Deva,anp_Deva,12eccce260f133b0dc57f10db794ad9f2410cac167793596c91575f7193984a6
3842,798,0,109,angika_marked,bho,bho_Deva,anp_Deva,54a7723d93297d22670c8c0575eb26e6fdfbf95042673cfa3c3558dee9b1c79f
3843,798,110,209,angika_marked,bho,mai_Deva,anp_Deva,e516af7a37b1cfd481064a59b7e086c1a73c796c51427facd39d9f2cec36ca8b
3844,798,210,297,angika_marked,hin,hne_Deva,anp_Deva,8f0854ff0a2c41d9b5b4f80624573e2788d39096d17ecd2d8b8839a9f9495150
3845,798,298,370,angika_marked,mag,awa_Deva,anp_Deva,8102032636f67cbf6f6a990f8aa0996f3c76d8b09605d273c98353d8a7427771
3846,798,371,450,angika_marked,mag,mai_Deva,anp_Deva,2193b7485a2a2a9e6f1287066cf638a4d84e4a1b8a4d104e2c69d9aa0039fdc1
3847,799,0,112,angika_marked,bho,bho_Deva,anp_Deva,5ade81f0492445a3bb69e0c531b70cd5b5c64162d839911e34cf13e38f036648
3848,799,113,216,angika_marked,bho,bho_Deva,anp_Deva,15ad7edc03ea3c04e8d3a6cf570fe24655816d207702633109da383837dc110c
3849,799,217,313,angika_marked,bho,bho_Deva,anp_Deva,ffee356c218f56ce395bf20d023b2be868ed8c067eb4c4e539b73a1392d00074
3850,799,314,390,angika_marked,bho,mai_Deva,anp_Deva,c4be0b5d9c08ff700de168b44c62faa8409340a331bc18352b7f9736c697345c
3851,799,391,472,angika_marked,bho,mai_Deva,anp_Deva,4b5b49b8fb10255b0ebdf9bb4ff85eae7a2ce9b20c86d5c2dd8731de1719da95
3852,800,0,83,angika_marked,bho,bho_Deva,anp_Deva,4449612546518696d7434d697b131fc0d6cd7cdf81d6e2876519a1f821a2dd3f
3853,800,84,112,angika_marked,mag,awa_Deva,anp_Deva,f94229e632ea44585727b40de82ce58948cf3c0381f082296a81614507e50191
3854,800,113,210,angika_marked,bho,bho_Deva,anp_Deva,686078ee2ca5fc732a3dde3be2c6455751910452fb9665317d1cf9761ef1a03c
3855,800,211,306,angika_marked,bho,bho_Deva,anp_Deva,bf7715f53c3e15779524a6f27b5a536261cfb16c8a8e0bb61e61a71d3bbe454c
3856,800,307,392,angika_marked,hin,awa_Deva,anp_Deva,1ab5cc994a58949a317c2b41ca7883834f5fd124005474e1a18ed9cb4791b6fc
3857,800,393,483,angika_marked,bho,awa_Deva,anp_Deva,9ccf5453c726ebf38c0040aaefb74d1f31457f95a8552802b6966787bb108b5d
3858,801,0,76,angika_marked,bho,bho_Deva,anp_Deva,0534bdaaedc4802991d1419fe58bb3c5d956e7fc175520a3d4aab8dd9ceb29a9
3859,801,77,205,angika_marked,mag,bho_Deva,anp_Deva,31defdc7aa4bccf8f181699f9cffbc192d111669b0cbc308c3972e1fa67f58f7
3860,801,206,294,angika_marked,mag,bho_Deva,anp_Deva,decff0079093b8b7ced37ed3e0a4ed6f74b72c0bcbbb1db364f310f1bd455a9b
3861,801,295,367,angika_marked,mag,awa_Deva,anp_Deva,02889a2cf69d37b557e8be5122bbea8f616f58fb694bef07ef3595652e84645e
3862,801,368,450,angika_marked,mag,mag_Deva,anp_Deva,1b7d3891e4c3a475ccfdb33d341ce218095552a82bb1af82e95b1984b8e81a3c
3863,802,0,63,angika_marked,bho,awa_Deva,anp_Deva,52b46d651e7f623396b3203d6dd106cac07aa744b1b7871a876b157860e9e1e3
3864,803,0,28,angika_marked,mag,mag_Deva,anp_Deva,c9bbac3123b4eab1900fe8647631f5eda056b0d3a33114b80b9d12779cebb2d2
3865,804,0,34,angika_marked,mag,mag_Deva,anp_Deva,b5882bb148f875f4949c8e252d6fb783ae262e24724efbd43636de74cab02bff
3866,806,0,78,angika_marked,mag,mag_Deva,anp_Deva,de7435bd52a39f6606c257f950e61d52c46ec3b397cd578ff74d941b0546bcb0
3867,807,0,112,angika_marked,bho,bho_Deva,anp_Deva,25bf4ef42892c63e0e130ceb413d73ed89d7a429068b4ce10ea28cd060dee02d
3868,808,0,31,angika_marked,bho,bho_Deva,anp_Deva,88411d88f0252adc3b9b5a3d8a0837fe67280a56242d3ee99176d6b87b4c019e
3869,808,127,190,angika_marked,hin,awa_Deva,anp_Deva,3fd568216d38389fb58a726be7cc50f854def4cf9e8f0f65580e242f4fa02360
3870,808,191,244,angika_marked,mag,mai_Deva,anp_Deva,e44c24cf0ef9ba05cfc9909665babdc97efc9544dd0873ad9fb64b6785c2e29c
3871,808,245,431,hindi_marked,hin,hin_Deva,anp_Deva,a04d9c43f658a523737495ca5c96fab4484c441ba3edb7b188119e7df3a3b4d9
3872,808,432,629,hindi_marked,hin,hin_Deva,anp_Deva,ee042acce41fe5893cd93b8b54fc37e6ff8eac3177c709dbfc3790ebcf68e1d2
3873,808,630,697,hindi_marked,hin,awa_Deva,anp_Deva,d9dd66d73f4f651ef3e84bdb7cec2b80a5faaa1578252da0baa21a3641ce4a36
3874,808,698,782,hindi_marked,hin,hin_Deva,anp_Deva,f1e97598e7e5ff8c4880ebc197695401f827381e5097876d003a27340eafdb4a
3875,808,783,869,hindi_marked,hin,hin_Deva,anp_Deva,2ad4b6a6768d69652ae05eab601fd1cf6be47d5b9393e7eeb1f7cdf5620ee856
3876,808,870,1007,hindi_marked,hin,hin_Deva,anp_Deva,55cf9e6be278e356ecdd85d17128cd3e03f6e8b98726750d037fc80795e4c096
3877,808,1008,1067,hindi_marked,hin,hin_Deva,anp_Deva,7fc875cd024829d8527f8e1f6ba985e6e8ca87ecded2af53bdff0bd569c83fd2
3878,808,1068,1286,neither,hin,hin_Deva,anp_Deva,eeaef2dc2a9528f6f8ba1c1e09fe8a065ffa961d347b8cc8fe2e63359e444db4
3879,808,1287,1408,hindi_marked,hin,hin_Deva,anp_Deva,8cbf92fb330e912b0b06074fec815500b8fceaafad66e350da57bdffa40edd7f
3880,808,1409,1505,hindi_marked,hin,hin_Deva,anp_Deva,d9abaa52c728d666d845b7bb3b6de2d5e7c69ad559b17e5248f22fa7d5a37978
3881,808,1506,1725,hindi_marked,hin,hin_Deva,hin_Deva,284cde2493cea838a1833d1bfd8050aaea008f8d8a7b9761ecdb1c43f3111f63
3882,808,1726,1824,hindi_marked,hin,awa_Deva,anp_Deva,d911ebc4c7557684a7d5f4f9af7ef0a0429249b551b5cd9cde0543372bab3cdd
3883,808,1825,1986,hindi_marked,hin,hin_Deva,anp_Deva,f298da8993c44c3df70f3179a5abbf802e9fbd9a2f9f3f68a371cf1b9e746f8d
3884,809,0,79,angika_marked,awa,awa_Deva,anp_Deva,f0368190fbea94033bf892054119df277082483a218d6c8f6717157ecf652574
3885,809,80,148,angika_marked,mai,mai_Deva,anp_Deva,d72acadbbb573b8ea3f7a4a42ffe9d5fe4c4e6543fda7ebc36df4c1e1cb96197
3886,809,149,221,angika_marked,mag,mai_Deva,anp_Deva,40346a714b86632085dc39cd147c154c95f3435b20f5f84de1fb500e65769365
3887,809,222,291,hindi_marked,hin,hin_Deva,anp_Deva,2ba21ab580ab64b8327091722ab748c3cb30d5e88011b4e5b139bb5ce46ebc0c
3888,809,292,376,hindi_marked,hin,hin_Deva,hin_Deva,1f8de57e4f58d3972f698a25572754ef569e8daf27da5901a9f36d84bf97cc93
3889,809,377,410,neither,bho,bho_Deva,bho_Deva,ae7d87fc8ca300e48c1f56628f966f797b0c632f029086cb08aeccf30955f022
3890,809,411,558,hindi_marked,hin,hin_Deva,anp_Deva,7d2fb66de4a1c05d1234e0389358cd0e9f6c56af46fa08a5e45b23db41d2abf9
3891,809,559,675,neither,hin,hin_Deva,hin_Deva,7df21a34c7a2ada77ea2d7f77b427208e0cfa78ca061edd6835f79837cb2ba73
3892,810,0,30,angika_marked,bho,bho_Deva,anp_Deva,8fe12615028847c4a6ffdbe4d923e78464676bcca2816fe1f657f060acf650d9
3893,810,31,134,angika_marked,bho,bho_Deva,anp_Deva,e4ea33ed7f6be6572f2b88c78156810ba8b8288ddec2b64536d6f8cab2bd74b5
3894,810,135,190,angika_marked,mai,mai_Deva,anp_Deva,aedc6488b4b20c15f8852bcb9aeae7d8c9afdcfd4624893bb56fb0de3b22ea13
3895,810,191,236,angika_marked,awa,awa_Deva,anp_Deva,c5e3ff23feacda9f1000b7605434fe4426859e562cf89f657e0739c0958a73e9
3896,810,237,365,angika_marked,awa,awa_Deva,anp_Deva,68dc6635ce82d6eb0f79d147ebd887fc156994446634702f906e91dd4673654b
3897,810,366,529,angika_marked,mai,mai_Deva,anp_Deva,a8981d59b31882a1f5d1243f85dfd8a9043c4c61f33be5f592f07e63fb508ff2
3898,810,530,633,angika_marked,mai,mai_Deva,anp_Deva,4e044f78fc23ffa7ae4a53d32edcc865d17e519b620753ab8b4e9754c7ed1619
3899,811,0,52,angika_marked,awa,bho_Deva,anp_Deva,fa6230e92410649ebba8f3cf2bb928bb177032b5aa4eeaee583c0452171fe072
3900,812,0,59,angika_marked,bho,mai_Deva,anp_Deva,789d89f7f0025e2bd379a22fa41e2eae10755e56f1b2d95862cfc145fe60b3cb
3901,812,60,123,angika_marked,mai,mai_Deva,anp_Deva,269723974f2949298c998dfb1d677078c3a31299c4c93f88a8269b05fe04f617
3902,812,124,222,angika_marked,bho,mai_Deva,anp_Deva,48695baf3a8f1debb315dc67f72b599b10c8ff2c2eb97a08f2e602cb251c85a2
3903,813,0,78,neither,hin,hin_Deva,anp_Deva,a52495a40deaf207ae32375db2461c03844c0488cc1b5658ed85f6839d4ebd89
3904,813,79,142,angika_marked,mag,mag_Deva,anp_Deva,0e7a9a7bf1990188daa76e7464d7ed066f82da94695a8747197025c69f0f1b7a
3905,813,143,190,neither,mag,mag_Deva,anp_Deva,75625b5f2e5ab08095d92a9e0ab8269a3b004e725fba7c660fd7c894932cd756
3906,813,191,252,angika_marked,awa,awa_Deva,anp_Deva,1e32b663dcbf669b6c430e272028910d3ad794381efc90195dbf53405d2c48d8
3907,813,253,337,angika_marked,awa,awa_Deva,anp_Deva,6155309fce54d198094bb0620dbe51c98a55985c9118504c9842f19dfa8d12ce
3908,813,338,395,hindi_marked,hin,hin_Deva,hin_Deva,f225051584e340b18b9a3235e401ecd716acbaaf124d00725a6037bde06f0e65
3909,813,396,556,hindi_marked,hin,hin_Deva,anp_Deva,5c9bb3680d7e9df20be9b4fcbda0580fb19d65b59c4823389d071c4973623ef5
3910,813,557,653,hindi_marked,hin,hin_Deva,anp_Deva,481dca613266b81030205c8e38f75539bfb6d24907a648dd2340bebf86732bac
3911,813,654,750,neither,hin,hin_Deva,anp_Deva,bb0dd1e483840e783e7b1bdf79aa7f8da54097e757f9c5ed312bbfba3ccc809c
3912,813,751,921,hindi_marked,hin,hin_Deva,anp_Deva,0e1ff462e4d2d447a14d4f08f7994970183240469ff5e4505fc04793be961976
3913,813,922,1003,hindi_marked,hin,hin_Deva,anp_Deva,6e69be2a7a151ca130595823100a31b6e15581cf8a264b7501b0c377e0ad8dd9
3914,813,1004,1232,hindi_marked,hin,hin_Deva,anp_Deva,b007d73e40ed8bd2577f6372c8f2da83b95c83107fdf5583880fc6ce4173f9a1
3915,813,1233,1464,hindi_marked,hin,hin_Deva,anp_Deva,43d331bc457285cbe81e36ce871e8bed16dfdc49623dfe5dfb20e0a6d66cb386
3916,813,1465,1609,neither,hin,hin_Deva,anp_Deva,beca2e1bfa8a11598fa51d7c5d892bc5ffeff548d09d03f956ad479d7f0ffc15
3917,813,1610,1694,hindi_marked,hin,hin_Deva,anp_Deva,a9174da16936fde1cc3aeae3f3412db32e4e90ff439da830a88cdfaa8b2cc483
3918,815,0,83,angika_marked,bho,awa_Deva,anp_Deva,779ed50a33fc7338f4cd8043e00aa8342364b842b4ef8401addc64cb4b1e5562
3919,816,0,61,angika_marked,awa,awa_Deva,anp_Deva,ee7e9034daeb217cf4a172d06dd7730ecc128e9bf755c3998a7681b5936aea94
3920,817,0,101,angika_marked,mag,mag_Deva,anp_Deva,903a5580fb17cca3189e6300508e4cfb3fc0c5c1d9617c6d6a20f9e34fee02cb
3921,817,102,167,hindi_marked,hin,hin_Deva,anp_Deva,a451ae8c60465a0994dbb634de0e480fbc60ff8b3668a78c5ab3bec3483b4759
3922,817,168,205,hindi_marked,hin,hin_Deva,anp_Deva,43db9e35365663fe9c232df6360750d71dd9f92e7c78454b1238d85fe2e280fb
3923,817,206,312,hindi_marked,hin,hin_Deva,anp_Deva,e9941f95e139268c49ae764a30915fc7440d4b9babfedcc4b01ef89be77ef4d2
3924,817,313,448,hindi_marked,hin,hin_Deva,anp_Deva,172f7d81335fa8e0426937cfcbe7969dc0d03affe7901fc0f732b02b5e143c0f
3925,817,449,485,hindi_marked,hin,hin_Deva,anp_Deva,8a969b1981fba1032be5ebb6f130f97ac39dcc4de1e9dde1945313ae9cb7aa6a
3926,817,486,532,hindi_marked,hin,hin_Deva,anp_Deva,0e6b51698d44a7e3857505065b280cf8888557b57e5b034bebacb2997a0137c7
3927,817,533,591,hindi_marked,hin,hin_Deva,anp_Deva,acf8ddb36505c8875399e8df447046194300e2af73f710b85ff64f0cb71d9b46
3928,818,0,83,angika_marked,mag,mai_Deva,anp_Deva,b6c50a1163549998796314ad397e6e14558236c8ea556aaa94db00c464da0f1c
3929,819,0,87,angika_marked,mag,mai_Deva,anp_Deva,c95a9142b47495bc3f995b1fb7ff3784f5a04d919d0ce779196e3dd456e5e0fa
3930,820,0,101,angika_marked,bho,bho_Deva,anp_Deva,36138c8f99f4f46f080d0d8053c0c6905686322a18582220e4cdd170314aa183
3931,820,102,199,angika_marked,mag,mai_Deva,anp_Deva,c81a41c71d0090c4cb3d9332668264cbe67f380349004b3658687f765818868e
3932,820,200,371,angika_marked,hin,hne_Deva,anp_Deva,9acd4271684b0fd274705eca43f1c2d030b157bd75f1849439ffe007257c6849
3933,820,372,458,angika_marked,bho,mai_Deva,anp_Deva,0b2ebd696e39696e78e0baa5e4c0d2e669a4a7e9913cd774947e868dd6835c35
3934,821,0,28,angika_marked,mag,mag_Deva,anp_Deva,d9b7a39b1ea7eb0d51ced0f4beb22a5d83a8fc7922c91e27248a7ab106d2501f
